Event Link,Event Name,Date,Venue,Location
https://www.tapology.com/fightcenter/events/40102-ufc-203-miocic-vs-overeem,UFC 203: Miocic vs. Overeem,"Saturday, September 10, 2016",Quicken Loans Arena,"Cleveland, OH"
https://www.tapology.com/fightcenter/events/39753-ufc-fight-night,UFC Fight Night 93: Arlovski vs. Barnett,"Saturday, September 03, 2016",Barclaycard Arena,"Hamburg, HH"
https://www.tapology.com/fightcenter/events/40403-ufc-on-fox-21,UFC on FOX 21: Maia vs. Condit,"Saturday, August 27, 2016",Rogers Arena,"Vancouver, BC"
https://www.tapology.com/fightcenter/events/39739-ufc-202,UFC 202: Diaz vs. McGregor 2,"Saturday, August 20, 2016",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/40152-ufc-fight-night-92,UFC Fight Night 92: Caceres vs. Rodriguez,"Saturday, August 06, 2016",Vivint Smart Home Arena,"Salt Lake City, UT"
https://www.tapology.com/fightcenter/events/39712-ufc-201,UFC 201: Lawler vs. Woodley,"Saturday, July 30, 2016",Phillips Arena,"Atlanta, GA"
https://www.tapology.com/fightcenter/events/39076-ufc-on-fox-20,UFC on FOX 20: Holm vs. Shevchenko,"Saturday, July 23, 2016",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/39393-ufc-fight-night-91,UFC Fight Night 91: McDonald vs. Lineker,"Wednesday, July 13, 2016",Denny Sanford Premier Center,"Sioux Falls, SD"
https://www.tapology.com/fightcenter/events/35220-ufc-200,UFC 200: Tate vs. Nunes,"Saturday, July 09, 2016",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/37873-the-ultimate-fighter-22-finale,The Ultimate Fighter 23 Finale,"Friday, July 08, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/38670-ufc-fight-night,UFC Fight Night 90: Dos Anjos vs. Alvarez,"Thursday, July 07, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/38667-ufc-fight-night,UFC Fight Night 89: MacDonald vs. Thompson,"Saturday, June 18, 2016",Arena at TD Place,"Ottawa, ON"
https://www.tapology.com/fightcenter/events/38668-ufc-199-rockhold-vs-weidman-2,UFC 199: Rockhold vs. Bisping 2,"Saturday, June 04, 2016",The Forum,"Inglewood, CA"
https://www.tapology.com/fightcenter/events/38669-ufc-fight-night-88,UFC Fight Night 88: Almeida vs. Garbrandt,"Sunday, May 29, 2016",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/37906-ufc-fight-night-87-jacare-vs-belfort,UFC 198: Werdum vs. Miocic,"Saturday, May 14, 2016",Arena da Baixada,"Curitiba, PR"
https://www.tapology.com/fightcenter/events/37671-ufc-fight-night,UFC Fight Night 87: Overeem vs. Arlovski,"Sunday, May 08, 2016",Ahoy Rotterdam,"Rotterdam, ZH"
https://www.tapology.com/fightcenter/events/36847-ufc-198,UFC 197: Jones vs. Saint Preux,"Saturday, April 23, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/38076-ufc-on-fox-19,UFC on FOX 19: Teixeira vs. Evans,"Saturday, April 16, 2016",Amalie Arena,"Tampa, FL"
https://www.tapology.com/fightcenter/events/37670-ufc-fight-night-85,UFC Fight Night 86: Rothwell vs. Dos Santos,"Sunday, April 10, 2016",Zagreb Arena,"Zagreb, City of Zagreb"
https://www.tapology.com/fightcenter/events/36756-ufc-fight-night,UFC Fight Night 85: Hunt vs. Mir,"Saturday, March 19, 2016",Brisbane Entertainment Centre,"Brisbane, QLD"
https://www.tapology.com/fightcenter/events/36627-ufc-197,UFC 196: McGregor vs. Diaz,"Saturday, March 05, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/35496-ufc-fight-night,UFC Fight Night 84: Silva vs. Bisping,"Saturday, February 27, 2016",02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/35520-ufc-fight-night-82,UFC Fight Night 83: Cowboy vs. Cowboy,"Sunday, February 21, 2016",Consol Energy Center,"Pittsburgh, PA"
https://www.tapology.com/fightcenter/events/36542-ufc-196,UFC Fight Night 82: Hendricks vs. Thompson,"Saturday, February 06, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/35501-ufc-on-fox-18,UFC on FOX 18: Johnson vs. Bader,"Saturday, January 30, 2016",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/35374-ufc-fight-night-pettis-vs-alvarez,UFC Fight Night 81: Dillashaw vs. Cruz,"Sunday, January 17, 2016",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/34862-ufc-195-rousey-vs-holm,UFC 195: Lawler vs. Condit,"Saturday, January 02, 2016",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/34696-ufc-on-fox-17,UFC on FOX 17: Dos Anjos vs. Cowboy 2,"Saturday, December 19, 2015",Amway Center,"Orlando, FL"
https://www.tapology.com/fightcenter/events/34444-ufc-195-aldo-vs-mcgregor,UFC 194: Aldo vs. McGregor,"Saturday, December 12, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/34765-the-ultimate-fighter-22-finale,The Ultimate Fighter 22 Finale,"Friday, December 11, 2015",The Chelsea at The Cosmopolitan,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/35219-ufc-fight-night-80,UFC Fight Night 80: Namajunas vs. VanZant,"Thursday, December 10, 2015",The Chelsea at The Cosmopolitan,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/32865-ufc-fight-night-83,UFC Fight Night 79: Henderson vs. Masvidal,"Saturday, November 28, 2015",Olympic Gymnastics Arena,"Seoul, KR"
https://www.tapology.com/fightcenter/events/34434-ufc-fight-night,UFC Fight Night 78: Magny vs. Gastelum,"Saturday, November 21, 2015",Monterrey Arena,"Monterrey, NL"
https://www.tapology.com/fightcenter/events/30831-ufc-193,UFC 193: Rousey vs. Holm,"Saturday, November 14, 2015",Etihad Stadium,"Melbourne, VIC"
https://www.tapology.com/fightcenter/events/34071-ufc-fight-night,UFC Fight Night 77: Belfort vs. Henderson 3,"Saturday, November 07, 2015",Auditório Ibirapuera,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/33860-ufc,UFC Fight Night 76: Holohan vs. Smolka,"Saturday, October 24, 2015",3Arena,"Dublin, IE"
https://www.tapology.com/fightcenter/events/31112-ufc-192,UFC 192: Cormier vs. Gustafsson,"Saturday, October 03, 2015",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/32823-ufc-fight-night-78-nelson-vs-barnett,UFC Fight Night 75: Barnett vs. Nelson,"Saturday, September 26, 2015",Saitama Super Arena,"Saitama, Saitama Prefecture"
https://www.tapology.com/fightcenter/events/33167-ufc-191,UFC 191: Johnson vs. Dodson 2,"Saturday, September 05, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/33357-ufc-fight-night-74-holloway-vs-oliveira,UFC Fight Night 74: Holloway vs. Oliveira,"Sunday, August 23, 2015",SaskTel Centre,"Saskatoon, SK"
https://www.tapology.com/fightcenter/events/31106-ufc-fight-night,UFC Fight Night 73: Teixeira vs. St. Preux,"Saturday, August 08, 2015",Bridgestone Arena,"Nashville, TN"
https://www.tapology.com/fightcenter/events/31250-ufc-190-rousey-vs-correia,UFC 190: Rousey vs. Correia,"Saturday, August 01, 2015",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/29323-ufc-on-fox-16,UFC on FOX 16: Dillashaw vs. Barao 2,"Saturday, July 25, 2015",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/29538-ufc-fight-night,UFC Fight Night 72: Bisping vs. Leites,"Saturday, July 18, 2015",SSE Hydro Arena,"Glasgow, Scotland"
https://www.tapology.com/fightcenter/events/31105-ufc-fight-night,UFC Fight Night 71: Mir vs. Duffee,"Wednesday, July 15, 2015",Valley View Casino Center,"San Diego, CA"
https://www.tapology.com/fightcenter/events/31723-ufc-fight-night-71,The Ultimate Fighter 21 Finale,"Sunday, July 12, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/26946-ufc-189,UFC 189: Mendes vs. McGregor,"Saturday, July 11, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/30909-ufc-fight-night-70,UFC Fight Night 70: Machida vs. Romero,"Saturday, June 27, 2015",Seminole Hard Rock Hotel & Casino,"Hollywood, FL"
https://www.tapology.com/fightcenter/events/29537-ufc-fight-night,UFC Fight Night 69: Jędrzejczyk vs. Penne,"Saturday, June 20, 2015",02 World Arena,"Berlin, DE"
https://www.tapology.com/fightcenter/events/29313-ufc-188-velasquez-vs-werdum,UFC 188: Velasquez vs. Werdum,"Saturday, June 13, 2015",Arena Ciudad de Mexico,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/30065-ufc-fight-night-68-cormier-vs-bader,UFC Fight Night 68: Boetsch vs. Henderson,"Saturday, June 06, 2015",Smoothie King Center,"New Orleans, LA"
https://www.tapology.com/fightcenter/events/30066-ufc-fight-night-67,UFC Fight Night 67: Condit vs. Alves,"Saturday, May 30, 2015",Goiania Arena,"Goiânia, GO"
https://www.tapology.com/fightcenter/events/29455-ufc-187-aldo-vs-mcgregor,UFC 187: Johnson vs. Cormier,"Saturday, May 23, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/29712-ufc-fight-night,UFC Fight Night 66: Edgar vs. Faber,"Saturday, May 16, 2015",SM Mall of Asia Arena,"Manila, NCR"
https://www.tapology.com/fightcenter/events/30291-ufc-fight-night-65-hunt-vs-miocic,UFC Fight Night 65: Miocic vs. Hunt,"Saturday, May 09, 2015",Adelaide Entertainment Centre,"Adelaide, SA"
https://www.tapology.com/fightcenter/events/28241-ufc-186,UFC 186: Johnson vs. Horiguchi,"Saturday, April 25, 2015",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/28240-ufc-fight-night-66,UFC on FOX 15: Machida vs. Rockhold,"Saturday, April 18, 2015",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/28239-ufc-fight-night-65,UFC Fight Night 64: Gonzaga vs. Cro Cop 2,"Saturday, April 11, 2015",Kraków Arena,"Krakow, Lesser Poland Voivodeship"
https://www.tapology.com/fightcenter/events/28238-ufc-fight-night-64,UFC Fight Night 63: Mendes vs. Lamas,"Saturday, April 04, 2015",Patriot Center,"Fairfax, VA"
https://www.tapology.com/fightcenter/events/28237-ufc-fight-night-62,UFC Fight Night 62: Maia vs. LaFlare,"Saturday, March 21, 2015","Rio de Janeiro, Brazil","Rio de Janeiro, RJ"
https://www.tapology.com/fightcenter/events/28236-ufc-185,UFC 185: Pettis vs. Dos Anjos,"Saturday, March 14, 2015",American Airlines Center,"Dallas, TX"
https://www.tapology.com/fightcenter/events/28235-ufc-fight-night-61,UFC Fight Night 62,"Saturday, March 07, 2015",,
https://www.tapology.com/fightcenter/events/27642-ufc-184-weidman-vs-belfort,UFC 184: Rousey vs. Zingano,"Saturday, February 28, 2015",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/28054-ufc-fight-night-61,UFC Fight Night 61: Bigfoot vs. Mir,"Sunday, February 22, 2015",Gigantinho Gymnasium,"Porto Alegre, RS"
https://www.tapology.com/fightcenter/events/28035-ufc-fight-night-60,UFC Fight Night 60: Henderson vs. Thatch,"Saturday, February 14, 2015",1stBank Center,"Broomfield, CO"
https://www.tapology.com/fightcenter/events/25716-ufc-183-silva-vs-diaz,UFC 183: Silva vs. Diaz,"Saturday, January 31, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/27583-ufc-on-fox-14-gustafsson-vs-evans,UFC on FOX 14: Gustafsson vs. Johnson,"Saturday, January 24, 2015",Tele2 Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/27634-ufc-fight-night,UFC Fight Night 59: McGregor vs. Siver,"Sunday, January 18, 2015",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/23598-ufc-182-pettis-vs-melendez,UFC 182: Jones vs. Cormier,"Saturday, January 03, 2015",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/25634-ufc-fight-night,UFC Fight Night 58: Machida vs. Dollaway,"Saturday, December 20, 2014",Jose Correa Gymnasium,"Barueri, SP"
https://www.tapology.com/fightcenter/events/24669-ufc-on-fox-13,UFC on FOX 13: Dos Santos vs. Miocic,"Saturday, December 13, 2014",U.S. Airways Arena,"Phoenix, AZ"
https://www.tapology.com/fightcenter/events/26091-the-ultimate-fighter-20-finale,The Ultimate Fighter 20 Finale,"Friday, December 12, 2014",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/22392-ufc-181,UFC 181: Hendricks vs. Lawler 2,"Saturday, December 06, 2014",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/23135-ufc-fight-night,UFC Fight Night 57: Edgar vs. Swanson,"Saturday, November 22, 2014",Frank Erwin Center,"Austin, TX"
https://www.tapology.com/fightcenter/events/24140-ufc-180-velasquez-vs-werdum,UFC 180: Werdum vs. Hunt,"Saturday, November 15, 2014",Arena Ciudad de Mexico,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/25633-ufc-fight-night,UFC Fight Night 56: Shogun vs. St. Preux,"Saturday, November 08, 2014",Tancredo Neves Gymnasium,"Uberlândia, MG"
https://www.tapology.com/fightcenter/events/26376-ufc-fight-night-55,UFC Fight Night 55: Rockhold vs. Bisping,"Friday, November 07, 2014",Allphones Arena,"Sydney, NSW"
https://www.tapology.com/fightcenter/events/24353-ufc-179,UFC 179: Aldo vs. Mendes 2,"Saturday, October 25, 2014",Maracanazinho Gymnasium,"Rio, RJ"
https://www.tapology.com/fightcenter/events/22391-ufc-fight-night,UFC Fight Night 54: MacDonald vs. Saffiedine,"Saturday, October 04, 2014",Halifax Metro Centre,"Halifax, NS"
https://www.tapology.com/fightcenter/events/23133-ufc-fight-night,UFC Fight Night 53: Nelson vs. Story,"Saturday, October 04, 2014",Ericsson Globe Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/22390-ufc-178,UFC 178: Johnson vs. Cariaso,"Saturday, September 27, 2014",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/23029-ufc,UFC Fight Night 52: Hunt vs. Nelson,"Saturday, September 20, 2014",Saitama Super Arena,"Saitama, Saitama Prefecture"
https://www.tapology.com/fightcenter/events/24352-ufc-fight-night,UFC Fight Night 51: Bigfoot vs. Arlovski 2,"Saturday, September 13, 2014",Ginásio Nilson Nelson,"Brasilia, DF"
https://www.tapology.com/fightcenter/events/24825-ufc-fight-night-50,UFC Fight Night 50: Jacare vs. Mousasi 2,"Friday, September 05, 2014",Foxwoods Resort & Casino,"Ledyard, CT"
https://www.tapology.com/fightcenter/events/24694-ufc-177-jones-vs-gustafsson-2,UFC 177: Dillashaw vs. Soto,"Saturday, August 30, 2014",Sleep Train Arena,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/23966-ufc-fight-night,UFC Fight Night 49: Henderson vs. dos Anjos,"Saturday, August 23, 2014",BOK Center,"Tulsa, OK"
https://www.tapology.com/fightcenter/events/23028-ufc-fight-night,UFC Fight Night 48: Bisping vs. Le,"Saturday, August 23, 2014",CotaiArena,MO
https://www.tapology.com/fightcenter/events/24351-ufc-fight-night-47,UFC Fight Night 47: Bader vs. St. Preux,"Saturday, August 16, 2014",Cross Insurance Center,"Bangor, ME"
https://www.tapology.com/fightcenter/events/24065-ufc-176-aldo-vs-mendes-2,UFC 176,"Saturday, August 02, 2014",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/23617-ufc-on-fox-12,UFC on FOX 12: Lawler vs. Brown,"Saturday, July 26, 2014",SAP Center,"San Jose, CA"
https://www.tapology.com/fightcenter/events/23131-ufc-fight-night,UFC Fight Night 46: McGregor vs. Brandao,"Saturday, July 19, 2014",The O2 Dublin,"Dublin, IE"
https://www.tapology.com/fightcenter/events/23965-ufc-fight-night,UFC Fight Night 45: Cerrone vs. Miller,"Wednesday, July 16, 2014",Revel Atlantic City,"Atlantic City, NJ"
https://www.tapology.com/fightcenter/events/23323-the-ultimate-fighter-19-finale,The Ultimate Fighter 19 Finale,"Sunday, July 06, 2014",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/23324-ufc-175,UFC 175: Weidman vs. Machida,"Saturday, July 05, 2014",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/23349-ufc-fight-night,UFC Fight Night 44: Swanson vs. Stephens,"Saturday, June 28, 2014",AT&T Center,"San Antonio, TX"
https://www.tapology.com/fightcenter/events/23781-ufc-fight-night-45-te-huna-vs-marquardt,UFC Fight Night 43: Te Huna vs. Marquardt,"Saturday, June 28, 2014",Vector Arena,"Auckland, NZ"
https://www.tapology.com/fightcenter/events/22389-ufc-174,UFC 174: Johnson vs. Bagautinov,"Saturday, June 14, 2014",Rogers Arena,"Vancouver, BC"
https://www.tapology.com/fightcenter/events/23441-ufc-fight-night-henderson-vs-khabilov,UFC Fight Night 42: Henderson vs. Khabilov,"Saturday, June 07, 2014",Tingley Colisuem,"Albuquerque, NM"
https://www.tapology.com/fightcenter/events/22697-ufc-fight-night,UFC Fight Night: Miocic vs. Maldonado,"Saturday, May 31, 2014",Ibirapuera Gymnasium,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/23130-ufc-fight-night,UFC Fight Night 41: Munoz vs. Mousasi,"Saturday, May 31, 2014",O2 World Arena,"Berlin, DE"
https://www.tapology.com/fightcenter/events/22469-ufc-173-weidman-vs-belfort,UFC 173: Barao vs. Dillashaw,"Saturday, May 24, 2014",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/22778-ufc-fight-night,UFC Fight Night 40: Brown vs. Silva,"Saturday, May 10, 2014",U.S. Bank Arena,"Cincinnati, OH"
https://www.tapology.com/fightcenter/events/21832-ufc-172-jones-vs-teixeira,UFC 172: Jones vs. Teixeira,"Saturday, April 26, 2014",Baltimore Arena,"Baltimore, MD"
https://www.tapology.com/fightcenter/events/22127-ufc-on-fox-11,UFC on FOX 11: Werdum vs. Browne,"Saturday, April 19, 2014",Amway Center,"Orlando, FL"
https://www.tapology.com/fightcenter/events/22061-tuf-nations-finale-canada-vs-australia,UFC Fight Night: Bisping vs. Kennedy,"Wednesday, April 16, 2014",Colisée Pepsi,"Quebec, QC"
https://www.tapology.com/fightcenter/events/22403-ufc-fight-night-39-nogueira-vs-nelson,UFC Fight Night 39: Nogueira vs. Nelson,"Friday, April 11, 2014",Du Arena Yas Island,"Dubai, AE"
https://www.tapology.com/fightcenter/events/22108-ufc-fight-night,UFC Fight Night 38: Shogun vs. Henderson 2,"Sunday, March 23, 2014",Nelio Dias Gymnasium,"Natal, RN"
https://www.tapology.com/fightcenter/events/21513-ufc-171,UFC 171: Hendricks vs. Lawler,"Saturday, March 15, 2014",American Airlines Center,"Dallas, TX"
https://www.tapology.com/fightcenter/events/21272-ufc-fight-night-gustafsson-vs-nogueira,UFC Fight Night 37: Gustafsson vs. Manuwa,"Saturday, March 08, 2014",O2 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/22007-the-ultimate-fighter-china-1-finale,UFC Fight Night: Kim vs. Hathaway,"Saturday, March 01, 2014",CotaiArena,MO
https://www.tapology.com/fightcenter/events/21249-ufc-170,UFC 170: Rousey vs. McMann,"Saturday, February 22, 2014",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/20593-ufc-fight-night,UFC Fight Night 36: Machida vs. Mousasi,"Saturday, February 15, 2014",Arena Jaragua,"Jaraguá do Sul, SC"
https://www.tapology.com/fightcenter/events/20975-ufc-169-jones-vs-teixeira,UFC 169: Barao vs. Faber 2,"Saturday, February 01, 2014",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/21248-ufc-on-fox-10,UFC on FOX 10: Henderson vs. Thomson,"Saturday, January 25, 2014",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/21505-ufc-fight-night-35,UFC Fight Night 35: Rockhold vs. Philippou,"Wednesday, January 15, 2014",Gwinnett Center,"Duluth, GA"
https://www.tapology.com/fightcenter/events/20473-ufc-singapore,UFC Fight Night 34: Saffiedine vs. Lim,"Saturday, January 04, 2014",Marina Bay Sands,SG
https://www.tapology.com/fightcenter/events/19667-ufc-168-rousey-vs-tate-2,UFC 168: Weidman vs. Silva 2,"Saturday, December 28, 2013",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/16683-ufc-on-fox-9,UFC on FOX 9: Johnson vs. Benavidez 2,"Saturday, December 14, 2013",Sleep Train Arena,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/20537-ufc-fight-night-hunt-vs-bigfoot,UFC Fight Night 33: Hunt vs. Bigfoot,"Friday, December 06, 2013",Brisbane Entertainment Centre,"Brisbane, QLD"
https://www.tapology.com/fightcenter/events/20173-the-ultimate-fighter-18-finale,The Ultimate Fighter 18 Finale,"Saturday, November 30, 2013",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/19524-ufc-167-st-pierre-vs-hendricks,UFC 167: St. Pierre vs. Hendricks,"Saturday, November 16, 2013",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/20217-ufc,UFC Fight Night 32: Belfort vs. Henderson 2,"Saturday, November 09, 2013",Goiana Arena,"Goiana, PE"
https://www.tapology.com/fightcenter/events/19692-ufc-fight-for-the-troops,UFC Fight Night 31: Fight for the Troops 3,"Wednesday, November 06, 2013",Fort Campbell,"Fort Campbell, KY"
https://www.tapology.com/fightcenter/events/19801-ufc-on-fox-sports-1-bisping-vs-munoz,UFC Fight Night 30: Machida vs. Munoz,"Saturday, October 26, 2013",Phones4U Arena,"Manchester, England"
https://www.tapology.com/fightcenter/events/19525-ufc-166-velasquez-vs-dos-santos-3,UFC 166: Velasquez vs. Dos Santos 3,"Saturday, October 19, 2013",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/19846-ufc-on-fox-sports-1,UFC Fight Night 29: Maia vs. Shields,"Wednesday, October 09, 2013",Ginasio Poliesportivo Jose Correa,"Barueri, BR"
https://www.tapology.com/fightcenter/events/19128-ufc-165,UFC 165: Jones vs. Gustafsson,"Saturday, September 21, 2013",Air Canada Centre,"Toronto, ON"
https://www.tapology.com/fightcenter/events/18971-ufc-on-fox-sports-1-2,UFC Fight Night 28: Teixeira vs. Bader,"Wednesday, September 04, 2013",Estadio Jornalista Felippe Drummond,"Belo Horizonte, MG"
https://www.tapology.com/fightcenter/events/18192-ufc-164,UFC 164: Henderson vs. Pettis 2,"Saturday, August 31, 2013",Bradley Center,"Milwaukee, WI"
https://www.tapology.com/fightcenter/events/19033-ufc-on-fox-sports-1-2,UFC Fight Night 27: Condit vs. Kampmann 2,"Wednesday, August 28, 2013",Bankers Life Fieldhouse,"Indianapolis, IN"
https://www.tapology.com/fightcenter/events/18384-ufc-on-fox-sports-1,UFC Fight Night 26: Shogun vs. Sonnen,"Saturday, August 17, 2013",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/17693-ufc-aldo-vs-pettis,UFC 163: Aldo vs. Korean Zombie,"Saturday, August 03, 2013",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/16682-ufc-on-fox-8,UFC on FOX 8: Johnson vs. Moraga,"Saturday, July 27, 2013",KeyArena,"Seattle, WA"
https://www.tapology.com/fightcenter/events/17854-ufc-162-silva-vs-weidman,UFC 162: Silva vs. Weidman,"Saturday, July 06, 2013",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/17939-ufc-161,UFC 161: Evans vs. Henderson,"Saturday, June 15, 2013",MTS Centre,"Winnipeg, MB"
https://www.tapology.com/fightcenter/events/17915-ufc-on-fx-9-nogueira-vs-werdum,UFC on FUEL TV 10: Nogueira vs. Werdum 2,"Saturday, June 08, 2013",Ginásio Paulo Sarasate,"Fortaleza, CE"
https://www.tapology.com/fightcenter/events/17601-ufc,UFC 160: Velasquez vs. Silva 2,"Saturday, May 25, 2013",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/17761-ufc-on-fx-8-belfort-vs-rockhold,UFC on FX 8: Belfort vs. Rockhold,"Saturday, May 18, 2013",Arena Jaragua,"Jaraguá do Sul, SC"
https://www.tapology.com/fightcenter/events/16681-ufc-jones-vs-sonnen,UFC 159: Jones vs. Sonnen,"Saturday, April 27, 2013",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/16680-ufc-on-fox-7,UFC on FOX 7: Henderson vs. Melendez,"Saturday, April 20, 2013",HP Pavilion,"San Jose, CA"
https://www.tapology.com/fightcenter/events/17421-the-ultimate-fighter-17-finale,The Ultimate Fighter 17 Finale,"Saturday, April 13, 2013",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/17537-ufc-on-fuel-tv-9-gustafsson-vs-mousasi,UFC on FUEL TV 9: Mousasi vs. Latifi,"Saturday, April 06, 2013",Ericsson Globe Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/17129-ufc-158,UFC 158: St. Pierre vs. Diaz,"Saturday, March 16, 2013",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/16905-ufc-on-fuel-tv-8,UFC on FUEL TV 8: Silva vs. Stann,"Saturday, March 02, 2013",Saitama Super Arena,"Saitama, Saitama Prefecture"
https://www.tapology.com/fightcenter/events/16791-ufc-157,UFC 157: Rousey vs. Carmouche,"Saturday, February 23, 2013",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/16679-ufc-on-fuel-tv-7,UFC on FUEL TV 7: Barao vs. McDonald,"Saturday, February 16, 2013",Wembley Arena,"London, GB"
https://www.tapology.com/fightcenter/events/16542-ufc-157,UFC 156: Aldo vs. Edgar,"Saturday, February 02, 2013",Mandalay Bay Events Center,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/16667-ufc-on-fox-6,UFC on FOX 6: Johnson vs. Dodson,"Saturday, January 26, 2013",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/16549-ufc-156,UFC on FX 7: Belfort vs. Bisping,"Saturday, January 19, 2013",Ibirapuera Arena,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/15171-ufc-155-dos-santos-vs-velasquez-2,UFC 155: Dos Santos vs. Velasquez 2,"Saturday, December 29, 2012",MGM Grand Garden Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/15480-the-ultimate-fighter-16-finale,The Ultimate Fighter 16 Finale,"Saturday, December 15, 2012",The Joint at the Hard Rock Hotel,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/15726-ufc-on-fx-6,UFC on FX 6: Sotiropoulos vs. Pearson,"Friday, December 14, 2012",Gold Coast Convention Centre,"Gold Coast, Queensland"
https://www.tapology.com/fightcenter/events/14399-ufc-on-fox-5,UFC on FOX 5: Henderson vs. Diaz,"Saturday, December 08, 2012",KeyArena,"Seattle, WA"
https://www.tapology.com/fightcenter/events/13141-ufc-154,UFC 154: St. Pierre vs. Condit,"Saturday, November 17, 2012",Bell Centre,"Montreal, QC"
https://www.tapology.com/fightcenter/events/14619-ufc-on-fuel-tv-6,UFC on FUEL TV 6: Franklin vs. Le,"Saturday, November 10, 2012",CotaiArena,MO
